ID_REF	VALUE
1007_s_at	10.32235415
1053_at	6.878883695
117_at	4.732067994
121_at	7.611271405
1255_g_at	2.887233737
1294_at	7.79933333
1316_at	4.645671378
1320_at	4.59071895
1405_i_at	7.540151118
1431_at	3.103318258
1438_at	6.258787247
1487_at	8.877084082
1494_f_at	5.471484458
1552256_a_at	8.20631746
1552257_a_at	9.66381683
1552258_at	3.936550094
1552261_at	4.339022539
1552263_at	6.182527783
1552264_a_at	6.70048901
1552266_at	3.512385637
1552269_at	3.732077646
1552271_at	5.324956707
1552272_a_at	5.43681238
1552274_at	6.393821054
1552275_s_at	5.162064921
1552276_a_at	5.22402697
1552277_a_at	6.364490605
1552278_a_at	4.511656525
1552279_a_at	6.463746284
1552280_at	3.987824634
1552281_at	8.714842869
1552283_s_at	4.415633028
1552286_at	4.54186404
1552287_s_at	6.657179386
1552288_at	3.586637352
1552289_a_at	3.977409087
1552291_at	6.018155833
1552293_at	4.16519617
1552295_a_at	5.616879817
1552296_at	7.389614545
1552299_at	4.266816497
1552301_a_at	4.239188086
1552302_at	4.002082543
1552303_a_at	5.286159243
1552304_at	3.81812421
1552306_at	3.700250535
1552307_a_at	5.014211088
1552309_a_at	6.222931397
1552310_at	7.274290752
1552311_a_at	6.937452065
1552312_a_at	5.331024012
1552314_a_at	3.617989495
1552315_at	5.470277898
1552316_a_at	5.311545464
1552318_at	5.420251357
1552319_a_at	3.417066928
1552320_a_at	3.172662206
1552321_a_at	2.906736025
1552322_at	2.814341645
1552323_s_at	3.663854924
1552325_at	2.657786819
1552326_a_at	4.100905743
1552327_at	3.863242066
1552329_at	4.570495122
1552330_at	6.377679569
1552332_at	6.61308218
1552334_at	6.113624052
1552335_at	5.123353049
1552337_s_at	4.85167498
1552338_at	3.70898478
1552340_at	5.028726224
1552343_s_at	4.600284491
1552344_s_at	5.507146232
1552347_at	8.14627687
1552348_at	5.335085288
1552349_a_at	3.961200284
1552354_at	4.273874443
1552355_s_at	4.68927722
1552359_at	2.828772627
1552360_a_at	5.873738475
1552362_a_at	8.506409713
1552364_s_at	4.047500369
1552365_at	8.847168132
1552367_a_at	8.069769075
1552368_at	2.966627576
1552370_at	8.040571304
1552372_at	2.722428498
1552373_s_at	2.958012934
1552375_at	3.480949737
1552377_s_at	5.818023586
1552378_s_at	5.949165322
1552379_at	2.596982264
1552381_at	2.811314726
1552383_at	6.642004839
1552384_a_at	4.267923382
1552386_at	4.283563359
1552388_at	6.153068509
1552389_at	3.496527536
1552390_a_at	3.562292304
1552391_at	3.227689576
1552393_at	3.216832164
1552394_a_at	3.030595539
1552395_at	6.406110324
1552396_at	3.790527806
1552398_a_at	3.669143994
1552399_a_at	3.486662115
1552400_a_at	3.570507623
1552401_a_at	2.994787137
1552402_at	3.480348336
1552405_at	3.909969416
1552408_at	3.103828578
1552409_a_at	5.68987276
1552410_at	4.246230269
