ID_REF	VALUE
1007_s_at	9.39989295
1053_at	7.313117198
117_at	5.813878735
121_at	7.622150438
1255_g_at	3.119119634
1294_at	7.569384562
1316_at	4.62366528
1320_at	4.599857283
1405_i_at	7.968085506
1431_at	3.248514269
1438_at	6.474216933
1487_at	7.462297164
1494_f_at	5.750441651
1552256_a_at	7.134124106
1552257_a_at	8.588850144
1552258_at	4.506311125
1552261_at	3.850696492
1552263_at	6.583386965
1552264_a_at	7.536452078
1552266_at	3.514120844
1552269_at	3.459112775
1552271_at	5.730187083
1552272_a_at	5.355233525
1552274_at	6.953941171
1552275_s_at	5.819925255
1552276_a_at	5.66198218
1552277_a_at	7.565382247
1552278_a_at	4.443382817
1552279_a_at	5.498601007
1552280_at	4.644505964
1552281_at	6.988037906
1552283_s_at	3.400922322
1552286_at	5.231779159
1552287_s_at	6.037887879
1552288_at	3.625491551
1552289_a_at	3.895446536
1552291_at	6.119941571
1552293_at	4.185428226
1552295_a_at	6.153960928
1552296_at	5.110040101
1552299_at	4.395490779
1552301_a_at	4.31578121
1552302_at	4.481701179
1552303_a_at	5.736277807
1552304_at	3.757885152
1552306_at	4.245025127
1552307_a_at	5.338986904
1552309_a_at	7.712907573
1552310_at	6.209478743
1552311_a_at	6.944037427
1552312_a_at	7.020139018
1552314_a_at	4.018831219
1552315_at	6.343970047
1552316_a_at	6.37295041
1552318_at	6.650684004
1552319_a_at	3.730342519
1552320_a_at	3.292268366
1552321_a_at	2.82727809
1552322_at	2.761896159
1552323_s_at	3.859649366
1552325_at	2.827098591
1552326_a_at	3.980234228
1552327_at	3.622713126
1552329_at	4.602242412
1552330_at	5.744460073
1552332_at	6.636069923
1552334_at	4.956369238
1552335_at	4.942188604
1552337_s_at	3.995607219
1552338_at	4.094466499
1552340_at	5.123303833
1552343_s_at	4.133024039
1552344_s_at	5.986397324
1552347_at	6.594669229
1552348_at	5.25444765
1552349_a_at	4.085290016
1552354_at	4.16322924
1552355_s_at	4.977180383
1552359_at	2.838604912
1552360_a_at	5.257581009
1552362_a_at	5.197891557
1552364_s_at	4.950208419
1552365_at	7.148141193
1552367_a_at	5.852515092
1552368_at	3.142385643
1552370_at	6.576543555
1552372_at	2.672766778
1552373_s_at	2.613700722
1552375_at	3.532000245
1552377_s_at	5.969701655
1552378_s_at	6.186389677
1552379_at	2.612729288
1552381_at	2.88900892
1552383_at	6.514153971
1552384_a_at	4.011271905
1552386_at	4.382445252
1552388_at	6.089397576
1552389_at	3.274202192
1552390_a_at	3.686021215
1552391_at	3.105719392
1552393_at	3.046578934
1552394_a_at	2.995704141
1552395_at	6.769844178
1552396_at	3.730819672
1552398_a_at	5.04684557
1552399_a_at	3.36617725
1552400_a_at	4.246583929
1552401_a_at	3.070053151
1552402_at	3.78457692
1552405_at	3.890919034
1552408_at	3.13279915
1552409_a_at	5.5946248
1552410_at	4.495042496
1552411_at	5.906334084
1552412_a_at	3.435345701
1552414_at	3.278857851
