ID_REF	VALUE
1007_s_at	9.34300586
1053_at	7.622535812
117_at	5.207835875
121_at	7.408065431
1255_g_at	2.93083937
1294_at	7.842821529
1316_at	4.05251916
1320_at	4.419822028
1405_i_at	8.16236391
1431_at	3.058095571
1438_at	6.990734083
1487_at	8.031396185
1494_f_at	5.160539584
1552256_a_at	7.269048816
1552257_a_at	8.972117785
1552258_at	3.937466019
1552261_at	4.074567989
1552263_at	6.65284622
1552264_a_at	7.781994634
1552266_at	4.045393932
1552269_at	3.495635519
1552271_at	5.631514935
1552272_a_at	5.267225611
1552274_at	6.631251382
1552275_s_at	6.005359252
1552276_a_at	5.292606888
1552277_a_at	7.058128064
1552278_a_at	4.285248965
1552279_a_at	5.894649226
1552280_at	4.018583315
1552281_at	7.289711967
1552283_s_at	3.367090668
1552286_at	5.008978991
1552287_s_at	6.411946888
1552288_at	3.364994496
1552289_a_at	4.068165506
1552291_at	6.093730015
1552293_at	4.269409248
1552295_a_at	6.079189303
1552296_at	6.094643813
1552299_at	4.699727283
1552301_a_at	4.047239663
1552302_at	4.421992815
1552303_a_at	5.657869583
1552304_at	3.900704888
1552306_at	4.021759196
1552307_a_at	5.599099229
1552309_a_at	7.809391224
1552310_at	6.747332423
1552311_a_at	6.306878072
1552312_a_at	6.96977332
1552314_a_at	3.829132757
1552315_at	6.857137225
1552316_a_at	6.976030146
1552318_at	7.212591063
1552319_a_at	3.746375766
1552320_a_at	3.187312376
1552321_a_at	3.014819046
1552322_at	2.810701786
1552323_s_at	3.752416231
1552325_at	2.580830984
1552326_a_at	4.269904789
1552327_at	3.445503654
1552329_at	4.783898823
1552330_at	6.019506773
1552332_at	6.468881946
1552334_at	5.148686739
1552335_at	5.153927042
1552337_s_at	4.164552053
1552338_at	3.92163317
1552340_at	4.961531333
1552343_s_at	4.183095671
1552344_s_at	6.309134527
1552347_at	6.968665037
1552348_at	5.405949464
1552349_a_at	4.073848544
1552354_at	4.227564919
1552355_s_at	4.76696432
1552359_at	2.816337958
1552360_a_at	5.810849847
1552362_a_at	5.078560917
1552364_s_at	5.179662154
1552365_at	7.185205729
1552367_a_at	6.189210613
1552368_at	3.223222794
1552370_at	7.677133046
1552372_at	2.61939838
1552373_s_at	2.836223025
1552375_at	3.489803146
1552377_s_at	5.875826289
1552378_s_at	6.013242501
1552379_at	2.505491416
1552381_at	2.747918443
1552383_at	6.586505944
1552384_a_at	4.218898627
1552386_at	6.326606404
1552388_at	5.921003606
1552389_at	3.220892151
1552390_a_at	3.525537144
1552391_at	3.336014329
1552393_at	3.085998185
1552394_a_at	3.1929274
1552395_at	6.454821119
1552396_at	3.642661594
1552398_a_at	5.464349367
1552399_a_at	3.178621144
1552400_a_at	3.878045054
1552401_a_at	3.198773817
1552402_at	3.507312993
1552405_at	3.730493519
1552408_at	2.816922289
1552409_a_at	5.40094357
1552410_at	4.243052768
1552411_at	5.329678183
1552412_a_at	3.550005107
1552414_at	3.432592711
1552415_a_at	3.593593672
1552417_a_at	6.153491472
1552418_at	4.668520917
1552419_s_at	5.373675183
1552421_a_at	3.585747435
1552422_at	4.621305592
1552423_at	4.660252285
1552424_at	3.03735596
1552425_a_at	4.033478041
1552426_a_at	8.436078254
1552427_at	3.46484111
1552430_at	2.768437005
1552432_at	5.02512645
1552436_a_at	5.100975511
1552438_a_at	3.046638123
1552439_s_at	2.664428696
1552440_at	3.43857985
1552445_a_at	3.058995659
1552448_a_at	3.180939781
1552449_a_at	3.382891005
1552450_a_at	4.711588623
1552452_at	3.300766467
1552453_a_at	3.090542422
1552455_at	4.634904089
1552456_a_at	3.995843823
1552457_a_at	3.100775743
1552458_at	2.773205804
1552459_a_at	3.107329075
1552461_at	3.063345336
1552463_at	3.133697203
1552466_x_at	2.739752393
1552467_at	5.929356318
1552468_a_at	3.855994206
1552470_a_at	5.058559119
1552472_a_at	6.679468416
1552473_at	7.416426226
1552474_a_at	6.443953511
1552476_s_at	6.134925824
1552477_a_at	7.675208132
1552478_a_at	5.788628945
1552480_s_at	2.679888935
1552481_s_at	4.469770202
1552482_at	3.380911855
1552484_at	5.810733633
1552485_at	5.765811759
1552486_s_at	7.137327631
1552487_a_at	2.962302862
1552489_s_at	2.765539
1552490_at	3.446634673
1552491_at	4.27939742
1552493_s_at	3.558158933
1552494_at	4.097812621
1552496_a_at	4.893069048
1552497_a_at	6.505305136
1552498_at	3.613009573
1552499_a_at	3.270827072
