ID_REF	VALUE
1007_s_at	10.18764976
1053_at	7.032269209
117_at	4.862805601
121_at	7.975695629
1255_g_at	2.990582956
1294_at	7.749577394
1316_at	4.214531868
1320_at	4.778492719
1405_i_at	7.96807895
1431_at	3.157038447
1438_at	7.266315647
1487_at	8.608151258
1494_f_at	5.539716127
1552256_a_at	7.576189181
1552257_a_at	8.81675359
1552258_at	3.897939974
1552261_at	4.076675526
1552263_at	6.068623392
1552264_a_at	7.657573659
1552266_at	3.967026259
1552269_at	3.719584478
1552271_at	5.756021425
1552272_a_at	5.538811134
1552274_at	6.549258966
1552275_s_at	5.819731677
1552276_a_at	5.399199843
1552277_a_at	6.686260389
1552278_a_at	4.082700355
1552279_a_at	5.975972122
1552280_at	4.268464529
1552281_at	8.28911537
1552283_s_at	3.612467611
1552286_at	5.250439606
1552287_s_at	5.727837183
1552288_at	3.80848726
1552289_a_at	4.06516346
1552291_at	6.281973418
1552293_at	4.431806836
1552295_a_at	6.114914745
1552296_at	6.216107562
1552299_at	4.696894984
1552301_a_at	4.219498323
1552302_at	3.501161244
1552303_a_at	4.969699588
1552304_at	3.751428616
1552306_at	4.383022162
1552307_a_at	5.218590097
1552309_a_at	5.20032075
1552310_at	6.856237949
1552311_a_at	6.885006278
1552312_a_at	6.552115989
1552314_a_at	3.961204389
1552315_at	6.288519313
1552316_a_at	5.920569555
1552318_at	5.889594831
1552319_a_at	3.771607165
1552320_a_at	3.111743742
1552321_a_at	3.028160815
1552322_at	3.0007437
1552323_s_at	4.087613723
1552325_at	2.851873887
1552326_a_at	4.54767135
1552327_at	3.507620261
1552329_at	4.601099561
1552330_at	5.822880097
1552332_at	6.695009252
1552334_at	4.903981459
1552335_at	5.324177171
1552337_s_at	4.390198132
1552338_at	3.930177686
1552340_at	5.191533066
1552343_s_at	3.824387853
1552344_s_at	6.256276071
1552347_at	6.882130749
1552348_at	5.592392031
1552349_a_at	4.123854528
1552354_at	4.516589108
1552355_s_at	4.569310104
1552359_at	3.128064795
1552360_a_at	5.524133315
1552362_a_at	7.745851162
1552364_s_at	4.812957426
1552365_at	8.356240699
1552367_a_at	7.65523692
1552368_at	3.095509775
1552370_at	7.900158979
1552372_at	2.610863798
1552373_s_at	2.980331491
1552375_at	3.595265697
1552377_s_at	6.27997586
1552378_s_at	6.021016556
1552379_at	2.649641224
1552381_at	2.692583453
1552383_at	6.951542743
1552384_a_at	4.268077709
1552386_at	4.849032087
1552388_at	6.018094978
1552389_at	3.690139068
1552390_a_at	4.694532766
1552391_at	3.390987177
1552393_at	2.878438637
1552394_a_at	2.980823705
1552395_at	6.806531186
1552396_at	3.939385711
1552398_a_at	3.882797973
1552399_a_at	3.489034637
1552400_a_at	3.926127337
1552401_a_at	3.079481261
1552402_at	3.762785389
1552405_at	3.740862677
1552408_at	3.198896148
1552409_a_at	5.503705165
1552410_at	4.196578109
1552411_at	5.725746156
1552412_a_at	3.690540427
1552414_at	3.397544917
1552415_a_at	3.802171346
1552417_a_at	5.985968053
1552418_at	5.086075384
1552419_s_at	5.583371907
1552421_a_at	3.925097058
1552422_at	4.941174786
1552423_at	4.463933911
1552424_at	3.111743742
1552425_a_at	4.152992491
1552426_a_at	8.591231658
1552427_at	3.46992056
1552430_at	2.765446347
1552432_at	5.065614819
1552436_a_at	4.870678105
1552438_a_at	3.224800695
1552439_s_at	2.744230652
1552440_at	3.669874071
1552445_a_at	2.981285716
1552448_a_at	3.314077436
1552449_a_at	3.390348729
1552450_a_at	5.046646711
1552452_at	3.523182311
1552453_a_at	3.491142658
1552455_at	3.945625388
1552456_a_at	4.310823115
1552457_a_at	3.254231576
1552458_at	3.070258289
1552459_a_at	3.68530422
1552461_at	3.068397528
1552463_at	3.050794779
1552466_x_at	2.813026589
1552467_at	6.293469108
1552468_a_at	3.922171764
1552470_a_at	4.903948966
1552472_a_at	6.052049797
1552473_at	7.625028121
1552474_a_at	6.709847058
1552476_s_at	6.894750455
1552477_a_at	8.236440698
1552478_a_at	6.129238735
1552480_s_at	2.766044721
1552481_s_at	4.223000784
1552482_at	3.030670886
1552484_at	6.066573767
1552485_at	5.15474697
1552486_s_at	6.47722635
1552487_a_at	3.111743742
1552489_s_at	2.784375907
1552490_at	3.538131468
1552491_at	4.321506959
1552493_s_at	3.582899587
1552494_at	4.293890722
1552496_a_at	5.804903161
1552497_a_at	6.024721777
1552498_at	3.903917401
1552499_a_at	3.614124522
1552501_a_at	5.09679803
1552502_s_at	7.847675642
1552503_at	4.565600247
1552504_a_at	6.107256868
1552506_at	3.909502309
1552507_at	4.384633994
1552508_at	4.034431797
1552509_a_at	3.321096854
1552510_at	7.676304082
1552511_a_at	5.131669091
1552514_at	3.025116854
1552515_at	3.247158956
1552516_a_at	5.20812792
1552518_s_at	3.540575736
1552519_at	7.681480614
1552520_at	3.222878234
1552521_a_at	2.935061666
1552522_at	2.692583453
1552523_a_at	3.50401668
1552524_at	5.743811213
1552526_at	4.424494549
1552528_at	6.134528533
1552531_a_at	3.886546767
1552532_a_at	3.087779488
1552535_at	4.95300929
1552536_at	4.170674443
1552538_a_at	2.997407824
1552540_s_at	4.640951601
1552541_at	5.918286138
1552542_s_at	3.731873399
1552543_a_at	3.696519915
1552544_at	3.5024459
1552546_a_at	3.577552574
1552548_at	3.398601376
1552549_a_at	5.20341324
1552552_s_at	3.379407887
1552553_a_at	4.373614944
1552554_a_at	3.709577317
1552555_at	5.740774919
1552557_a_at	2.980823705
1552558_a_at	5.964472375
1552559_a_at	5.524434372
1552562_at	3.972958244
1552563_a_at	3.339257723
1552564_at	3.044098211
1552566_at	3.501557336
1552568_at	3.778842701
1552569_a_at	3.540013803
1552570_at	3.724977769
1552572_a_at	3.017785634
1552573_s_at	3.579884669
1552575_a_at	4.858103314
1552576_at	4.078639744
1552578_a_at	3.080709805
1552579_a_at	3.551892365
1552580_at	4.471896161
1552582_at	3.655423209
1552583_s_at	6.237697264
1552584_at	6.146463268
1552585_s_at	2.890768247
1552586_at	4.681273981
1552587_at	3.024466429
1552588_a_at	3.06051259
1552590_a_at	3.100313497
1552592_at	2.964199429
1552594_at	5.294709178
1552596_at	5.845141727
1552598_at	4.44181483
1552599_at	2.947557264
1552602_at	4.419846915
1552604_at	4.182464628
1552605_s_at	3.306610681
1552607_at	4.112068362
1552608_at	4.151968893
1552609_s_at	4.036057052
1552610_a_at	8.845306891
1552611_a_at	7.119299294
1552612_at	8.461812333
1552613_s_at	8.336881953
1552615_at	7.589385207
1552616_a_at	4.745746045
1552617_a_at	8.290147295
1552618_at	6.694062248
1552619_a_at	6.104149053
1552620_at	6.880094528
1552621_at	6.148675134
1552622_s_at	5.082825518
1552623_at	5.775931275
1552625_a_at	5.999418627
1552626_a_at	5.269629724
1552627_a_at	6.738910441
1552628_a_at	8.400584894
1552629_a_at	3.077254815
1552630_a_at	4.343016718
1552631_a_at	5.158843702
1552632_a_at	4.254088677
1552633_at	4.800653915
1552634_a_at	5.223009581
1552637_at	3.11942767
1552639_at	5.342985653
1552641_s_at	5.586611452
1552643_at	4.340334445
1552644_a_at	4.040162284
1552646_at	5.125357004
1552648_a_at	6.194474859
1552649_a_at	4.790066127
1552651_a_at	6.30370891
1552652_at	6.316356453
1552656_s_at	5.86868001
1552657_a_at	4.821363836
1552658_a_at	3.180236771
1552660_a_at	6.549299345
1552661_at	2.560243235
1552662_a_at	3.991351634
1552663_a_at	6.417569892
1552664_at	5.771380672
1552665_at	4.844442602
1552666_a_at	3.068397528
1552667_a_at	5.162385708
1552669_at	3.884323623
1552670_a_at	5.583509867
1552671_a_at	4.397894395
1552672_a_at	4.404035137
1552673_at	5.590364816
1552674_at	3.000574388
1552675_at	2.793524466
1552676_at	4.815021433
