ID_REF	VALUE
1007_s_at	10.24425812
1053_at	7.285237647
117_at	4.67051203
121_at	7.587577706
1255_g_at	2.969782238
1294_at	7.636330591
1316_at	3.914849867
1320_at	5.193012332
1405_i_at	7.579282421
1431_at	3.019316421
1438_at	6.528654693
1487_at	9.099761782
1494_f_at	5.195143516
1552256_a_at	8.406594506
1552257_a_at	9.703110398
1552258_at	3.99324838
1552261_at	3.925662596
1552263_at	6.37155633
1552264_a_at	7.981650412
1552266_at	4.128137972
1552269_at	3.508638635
1552271_at	5.800664484
1552272_a_at	5.594885289
1552274_at	6.211958028
1552275_s_at	5.620289866
1552276_a_at	5.455675911
1552277_a_at	6.241467528
1552278_a_at	6.533218124
1552279_a_at	7.303769704
1552280_at	3.448886422
1552281_at	9.150450784
1552283_s_at	3.591451603
1552286_at	4.618419222
1552287_s_at	6.353315472
1552288_at	3.491485869
1552289_a_at	3.799225565
1552291_at	6.322904329
1552293_at	4.159537743
1552295_a_at	5.499178918
1552296_at	7.063329165
1552299_at	4.480322257
1552301_a_at	4.265625167
1552302_at	3.677437434
1552303_a_at	4.889047074
1552304_at	3.935809733
1552306_at	4.254753273
1552307_a_at	4.681047002
1552309_a_at	5.030810344
1552310_at	6.976935371
1552311_a_at	6.598349
1552312_a_at	7.264900691
1552314_a_at	3.747101363
1552315_at	5.977642958
1552316_a_at	6.202381097
1552318_at	5.661207402
1552319_a_at	3.275493269
1552320_a_at	3.188032313
1552321_a_at	2.906736025
1552322_at	2.753011488
1552323_s_at	3.864840035
1552325_at	2.698803841
1552326_a_at	3.961511554
1552327_at	3.681940215
1552329_at	4.487985442
1552330_at	6.36440919
1552332_at	6.346685965
1552334_at	5.410572547
1552335_at	5.015836902
1552337_s_at	4.344662625
1552338_at	3.744217801
1552340_at	5.137637446
1552343_s_at	3.855581913
1552344_s_at	6.394758717
1552347_at	7.163151263
1552348_at	5.08514561
1552349_a_at	4.17010086
1552354_at	4.632446528
1552355_s_at	4.728670943
1552359_at	2.971031937
1552360_a_at	6.219846676
1552362_a_at	6.754983674
1552364_s_at	4.191494114
1552365_at	8.143571365
1552367_a_at	7.559961687
1552368_at	3.169552917
1552370_at	7.974906977
1552372_at	2.600640865
1552373_s_at	2.879122023
1552375_at	3.436320825
1552377_s_at	5.963099272
1552378_s_at	6.369155004
1552379_at	2.733235442
1552381_at	2.92476448
1552383_at	6.629452625
1552384_a_at	4.270180864
1552386_at	5.558918995
1552388_at	6.382514715
1552389_at	3.670494288
1552390_a_at	3.905866902
1552391_at	3.535049181
1552393_at	2.970409269
1552394_a_at	2.995704141
1552395_at	6.325093777
1552396_at	3.696179932
1552398_a_at	3.443787912
1552399_a_at	3.797060488
1552400_a_at	3.737674158
1552401_a_at	3.262742861
1552402_at	3.674733456
1552405_at	3.983600189
1552408_at	3.065805387
1552409_a_at	5.418241511
1552410_at	4.047203195
1552411_at	4.80676604
1552412_a_at	3.468423125
1552414_at	3.225120693
1552415_a_at	3.410877441
1552417_a_at	6.004903332
1552418_at	4.984391038
1552419_s_at	5.616184327
1552421_a_at	3.800935988
1552422_at	4.623520759
1552423_at	4.360114476
1552424_at	3.391426142
1552425_a_at	4.090663843
1552426_a_at	8.531674125
1552427_at	3.665949417
1552430_at	2.597233518
1552432_at	4.932752508
1552436_a_at	5.1975268
1552438_a_at	2.940908702
1552439_s_at	2.728588374
1552440_at	3.797263041
1552445_a_at	3.024002657
1552448_a_at	3.127918266
1552449_a_at	3.291860653
1552450_a_at	4.819265153
1552452_at	3.341530389
1552453_a_at	3.428210665
1552455_at	4.904487364
1552456_a_at	3.888910395
1552457_a_at	3.667170457
1552458_at	2.90589111
1552459_a_at	3.49336757
1552461_at	3.140045248
1552463_at	2.689546095
1552466_x_at	2.647664187
1552467_at	6.035013496
1552468_a_at	3.391679333
1552470_a_at	5.70558099
1552472_a_at	7.12270643
1552473_at	7.111273021
1552474_a_at	6.502318838
1552476_s_at	7.44309282
1552477_a_at	8.756599793
1552478_a_at	7.170330488
1552480_s_at	2.582840979
1552481_s_at	4.310146157
1552482_at	3.303913085
1552484_at	5.869147174
1552485_at	5.892433997
1552486_s_at	7.084987546
1552487_a_at	2.998261119
1552489_s_at	3.079925659
1552490_at	3.771945798
1552491_at	4.278762361
1552493_s_at	3.488112269
1552494_at	3.955217759
1552496_a_at	6.188170514
1552497_a_at	5.770167369
1552498_at	3.780091695
1552499_a_at	3.920769603
1552501_a_at	5.079271735
1552502_s_at	7.398922451
1552503_at	4.047470073
1552504_a_at	5.942268905
1552506_at	3.650797551
1552507_at	3.935852335
1552508_at	3.673542275
1552509_a_at	3.08544042
1552510_at	7.272614117
1552511_a_at	4.008264472
1552514_at	3.200744729
1552515_at	3.309425894
1552516_a_at	4.900045977
1552518_s_at	3.456880595
1552519_at	8.955853802
1552520_at	3.132379644
1552521_a_at	3.071282304
1552522_at	2.73747176
1552523_a_at	3.264671515
1552524_at	5.557225394
1552526_at	3.48244641
1552528_at	6.11198552
1552531_a_at	3.844826882
1552532_a_at	3.089033321
1552535_at	4.360534874
1552536_at	3.940455379
1552538_a_at	3.107444051
1552540_s_at	4.794063835
1552541_at	5.835957152
1552542_s_at	3.625307345
1552543_a_at	3.569075136
1552544_at	3.577077749
1552546_a_at	3.2642297
1552548_at	3.094213359
1552549_a_at	5.151871766
1552552_s_at	3.07958928
1552553_a_at	4.609526585
1552554_a_at	3.537969687
1552555_at	5.662850839
1552557_a_at	2.967003996
1552558_a_at	5.611617102
1552559_a_at	4.786436881
1552562_at	4.200264607
1552563_a_at	3.241151856
1552564_at	3.149440033
1552566_at	3.54962998
1552568_at	3.744217801
1552569_a_at	3.554456992
1552570_at	3.772197428
1552572_a_at	2.804699657
1552573_s_at	3.461646959
1552575_a_at	4.707285199
1552576_at	3.910808234
1552578_a_at	3.059146184
1552579_a_at	3.405011602
1552580_at	4.298928678
1552582_at	4.277010273
1552583_s_at	6.523932502
1552584_at	5.955775722
1552585_s_at	2.895065073
1552586_at	4.404238097
1552587_at	3.063826629
1552588_a_at	2.948691825
1552590_a_at	3.163404765
1552592_at	2.901602042
1552594_at	5.360744463
1552596_at	5.836018796
1552598_at	4.304834106
1552599_at	2.875825416
1552602_at	4.500701545
1552604_at	3.962706574
1552605_s_at	2.940908702
1552607_at	4.081919748
1552608_at	3.691308764
1552609_s_at	3.765651727
1552610_a_at	9.039168498
1552611_a_at	6.886587086
1552612_at	7.819843749
1552613_s_at	7.627373033
1552615_at	7.306663903
1552616_a_at	4.723951001
1552617_a_at	8.788093579
1552618_at	6.928336344
1552619_a_at	5.798776114
1552620_at	6.52753581
1552621_at	6.52246571
1552622_s_at	5.370636357
1552623_at	5.602171469
1552625_a_at	6.474102406
1552626_a_at	4.59063057
1552627_a_at	7.130221368
1552628_a_at	8.362439344
1552629_a_at	3.569266468
1552630_a_at	4.273874443
1552631_a_at	5.046801139
1552632_a_at	4.208717903
1552633_at	5.131805954
1552634_a_at	5.351925948
1552637_at	2.810531355
1552639_at	5.060907277
1552641_s_at	5.533378541
1552643_at	4.041639373
1552644_a_at	3.914302893
1552646_at	4.590047852
1552648_a_at	6.059175199
1552649_a_at	5.106328775
1552651_a_at	6.470330664
1552652_at	6.18663578
1552656_s_at	5.329303673
1552657_a_at	4.474966926
1552658_a_at	3.333103338
1552660_a_at	7.352253313
1552661_at	2.686404881
1552662_a_at	3.983168548
1552663_a_at	6.048773706
1552664_at	5.321635923
1552665_at	4.210369346
1552666_a_at	2.891421827
1552667_a_at	5.141514245
1552669_at	3.670220596
1552670_a_at	6.633701523
1552671_a_at	4.457192815
1552672_a_at	4.100953408
1552673_at	4.421343676
1552674_at	2.650625944
1552675_at	3.101603782
1552676_at	4.504761832
1552677_a_at	5.450429148
1552678_a_at	5.257351674
1552680_a_at	3.274363514
1552682_a_at	3.582717897
1552684_a_at	4.943635254
1552685_a_at	3.758250612
1552686_at	3.970829165
1552687_a_at	3.414241707
1552689_at	5.05470596
1552690_a_at	4.48812434
1552691_at	3.014804794
1552693_at	2.969763465
1552694_at	3.918929284
1552695_a_at	5.73142304
1552696_at	4.539370563
1552698_at	5.107218815
1552701_a_at	9.001123136
1552703_s_at	8.341378493
1552705_at	3.299666376
1552708_a_at	3.089033321
1552711_a_at	6.86871061
1552712_a_at	5.085183359
1552713_a_at	3.231300873
1552714_at	3.023441563
1552715_a_at	3.126863693
1552716_at	4.747046662
1552717_s_at	3.825277803
1552718_at	4.124963307
1552719_at	4.556986865
1552721_a_at	2.845699576
1552722_at	2.854294502
1552724_at	4.748916163
1552725_s_at	4.166830133
1552726_at	3.493140044
1552727_s_at	3.733004694
1552729_at	4.934279316
1552730_at	3.737826265
1552731_at	2.96675637
